Tag	dynamicColors	mergedColors
OS9	grey	grey
OSBP	blue	blue
OSBP2	grey	grey
OSBPL10	blue	blue
OSBPL11	salmon	salmon
OSBPL1A	grey	grey
OSBPL2	green	green
OSBPL3	blue	blue
OSBPL5	grey	grey
OSBPL6	magenta	magenta
OSBPL7	yellow	yellow
OSBPL8	salmon	salmon
OSBPL9	blue	blue
OSCAR	brown	brown
OSCP1	magenta	magenta
OSER1	turquoise	turquoise
OSGEP	yellow	yellow
OSGEPL1	green	green
OSGIN1	lightgreen	lightgreen
OSGIN2	turquoise	turquoise
OSM	brown	brown
OSMR	grey	grey
OSR1	tan	tan
OSR2	turquoise	turquoise
OST4	purple	purple
OSTC	purple	purple
OSTF1	brown	brown
OSTM1	brown	brown
OTUB1	black	black
OTUB2	turquoise	turquoise
OTUD1	brown	brown
OTUD3	green	green
OTUD4	blue	blue
OTUD5	yellow	yellow
OTUD6B	salmon	salmon
OTUD7B	blue	blue
OTULIN	turquoise	turquoise
OTX1	turquoise	turquoise
OVGP1	turquoise	turquoise
OVOL1	grey	grey
OVOL2	brown	brown
OXA1L	purple	purple
OXCT1	turquoise	turquoise
OXER1	brown	brown
OXLD1	black	black
OXNAD1	greenyellow	greenyellow
OXR1	midnightblue	midnightblue
OXSM	purple	purple
OXSR1	blue	blue
OXT	grey	grey
OXTR	magenta	magenta
P2RX1	greenyellow	greenyellow
P2RX4	grey	grey
P2RX5	greenyellow	greenyellow
P2RX7	brown	brown
P2RY1	brown	brown
P2RY10	greenyellow	greenyellow
P2RY11	red	lightcyan
P2RY12	brown	brown
P2RY13	brown	brown
P2RY14	brown	brown
P2RY2	grey	grey
P2RY6	brown	brown
P2RY8	greenyellow	greenyellow
P3H1	pink	pink
P3H2	turquoise	turquoise
P3H3	pink	pink
P3H4	turquoise	turquoise
P4HA1	turquoise	turquoise
P4HA2	grey	grey
P4HA3	pink	pink
P4HB	midnightblue	midnightblue
P4HTM	yellow	yellow
PA2G4	turquoise	turquoise
PAAF1	grey	grey
PABPC1	purple	purple
PABPC1L	yellow	yellow
PABPC4	grey	grey
PABPC4L	midnightblue	midnightblue
PABPN1	yellow	yellow
PACRG	magenta	magenta
PACRGL	green	green
PACS1	red	lightcyan
PACS2	red	lightcyan
PACSIN1	turquoise	turquoise
PACSIN2	turquoise	turquoise
PACSIN3	brown	brown
PADI2	brown	brown
PAEP	grey	grey
PAF1	lightcyan	lightcyan
PAFAH1B1	blue	blue
PAFAH1B2	salmon	salmon
PAFAH1B3	black	black
PAFAH2	turquoise	turquoise
PAG1	brown	brown
PAGR1	cyan	black
PAICS	turquoise	turquoise
PAIP1	turquoise	turquoise
PAIP2	midnightblue	midnightblue
PAIP2B	blue	blue
PAK1	grey	grey
PAK1IP1	turquoise	turquoise
PAK2	salmon	salmon
PAK4	lightcyan	lightcyan
PALB2	salmon	salmon
PALD1	tan	tan
PALLD	pink	pink
PALM	tan	tan
PALM3	yellow	yellow
PALMD	tan	tan
PAM	midnightblue	midnightblue
PAM16	yellow	yellow
PAMR1	tan	tan
PAN2	yellow	yellow
PAN3	green	green
PANK1	brown	brown
PANK2	blue	blue
PANK3	blue	blue
PANK4	cyan	black
PANX1	salmon	salmon
PANX2	lightgreen	lightgreen
PAOX	greenyellow	greenyellow
PAPLN	greenyellow	greenyellow
PAPOLA	blue	blue
PAPOLG	blue	blue
PAPPA	grey	grey
PAPSS1	brown	brown
PAPSS2	grey	grey
PAQR3	salmon	salmon
PAQR4	red	lightcyan
PAQR5	grey	grey
PAQR6	yellow	yellow
PAQR7	grey	grey
PAQR8	brown	brown
PARD3	turquoise	turquoise
PARD3B	blue	blue
PARD6A	black	black
PARD6B	blue	blue
PARD6G	grey	grey
PARG	blue	blue
PARK7	blue	blue
PARL	turquoise	turquoise
PARM1	turquoise	turquoise
PARN	turquoise	turquoise
PARP1	turquoise	turquoise
PARP10	lightyellow	lightyellow
PARP11	greenyellow	greenyellow
PARP12	brown	brown
PARP14	greenyellow	greenyellow
PARP15	greenyellow	greenyellow
PARP16	grey	grey
PARP2	turquoise	turquoise
PARP3	brown	brown
PARP4	black	black
PARP6	yellow	yellow
PARP8	greenyellow	greenyellow
PARP9	greenyellow	greenyellow
PARPBP	turquoise	turquoise
PARS2	turquoise	turquoise
PARVA	pink	pink
PARVB	brown	brown
PARVG	brown	brown
PASK	green	green
PATJ	blue	blue
PATL1	turquoise	turquoise
PATL2	greenyellow	greenyellow
PATZ1	red	lightcyan
PAWR	salmon	salmon
PAX5	greenyellow	greenyellow
PAX8	grey	grey
PAX9	turquoise	turquoise
PAXBP1	green	green
PAXIP1	blue	blue
PBDC1	grey	grey
PBK	turquoise	turquoise
PBLD	grey	grey
PBRM1	blue	blue
PBX1	blue	blue
PBX2	red	lightcyan
PBX3	blue	blue
PBX4	yellow	yellow
PBXIP1	turquoise	turquoise
PC	grey	grey
PCBD1	purple	purple
PCBD2	midnightblue	midnightblue
PCBP1	lightcyan	lightcyan
PCBP2	turquoise	turquoise
PCBP3	grey	grey
PCBP4	red	lightcyan
PCCA	turquoise	turquoise
PCCB	turquoise	turquoise
PCDH1	turquoise	turquoise
PCDH12	tan	tan
PCDH17	tan	tan
PCDH18	pink	pink
PCDH7	pink	pink
PCDHA11	grey	grey
PCDHA12	grey	grey
PCDHAC1	grey	grey
PCDHAC2	grey	grey
PCDHB10	grey	grey
PCDHB11	grey	grey
PCDHB12	blue	blue
PCDHB13	grey	grey
PCDHB14	grey	grey
PCDHB15	grey	grey
PCDHB16	grey	grey
PCDHB2	turquoise	turquoise
PCDHB4	tan	tan
PCDHB5	grey	grey
PCDHB6	turquoise	turquoise
PCDHB7	pink	pink
PCDHB8	turquoise	turquoise
PCDHB9	grey	grey
PCDHGA10	midnightblue	midnightblue
PCDHGA12	pink	pink
PCDHGA2	grey	grey
PCDHGA6	blue	blue
PCDHGA9	pink	pink
PCDHGB1	grey	grey
PCDHGB2	midnightblue	midnightblue
PCDHGB5	grey	grey
PCDHGB6	midnightblue	midnightblue
PCDHGB7	tan	tan
PCDHGC3	tan	tan
PCED1A	yellow	yellow
PCED1B	brown	brown
PCF11	green	green
PCGF1	black	black
PCGF2	lightcyan	lightcyan
PCGF3	green	green
PCGF5	red	lightcyan
PCGF6	turquoise	turquoise
PCID2	grey	grey
PCIF1	red	lightcyan
PCK2	blue	blue
PCLO	blue	blue
PCM1	blue	blue
PCMT1	turquoise	turquoise
PCMTD1	blue	blue
PCMTD2	green	green
PCNA	turquoise	turquoise
PCNP	turquoise	turquoise
PCNT	blue	blue
PCNX1	blue	blue
PCNX2	blue	blue
PCNX3	red	lightcyan
PCNX4	blue	blue
PCOLCE	pink	pink
PCOLCE2	grey	grey
PCP2	yellow	yellow
PCP4	grey	grey
PCP4L1	turquoise	turquoise
PCSK1N	grey	grey
PCSK4	yellow	yellow
PCSK5	tan	tan
PCSK6	grey	grey
PCSK7	purple	purple
PCSK9	grey	grey
PCTP	grey	grey
PCYOX1	blue	blue
PCYOX1L	brown	brown
PCYT1A	salmon	salmon
PCYT2	cyan	black
PDAP1	cyan	black
PDCD1	greenyellow	greenyellow
PDCD10	turquoise	turquoise
PDCD11	blue	blue
PDCD1LG2	brown	brown
PDCD2	turquoise	turquoise
PDCD2L	black	black
PDCD4	blue	blue
PDCD5	black	black
PDCD6	turquoise	turquoise
PDCD6IP	blue	blue
PDCD7	blue	blue
PDCL	blue	blue
PDCL3	turquoise	turquoise
PDE10A	turquoise	turquoise
PDE12	blue	blue
PDE1A	pink	pink
PDE1B	brown	brown
PDE2A	tan	tan
PDE3A	grey	grey
PDE3B	blue	blue
PDE4A	turquoise	turquoise
PDE4B	greenyellow	greenyellow
PDE4C	turquoise	turquoise
PDE4D	grey	grey
PDE4DIP	grey	grey
PDE5A	tan	tan
PDE6B	magenta	magenta
PDE6D	turquoise	turquoise
PDE6G	brown	brown
PDE7A	green	green
PDE7B	tan	tan
PDE8A	blue	blue
PDE8B	midnightblue	midnightblue
PDE9A	grey	grey
PDF	cyan	black
PDGFA	grey	grey
PDGFB	pink	pink
PDGFC	pink	pink
PDGFD	pink	pink
PDGFRA	pink	pink
PDGFRB	pink	pink
PDGFRL	grey	grey
PDHA1	brown	brown
PDHB	purple	purple
PDHX	turquoise	turquoise
PDIA2	grey	grey
PDIA3	blue	blue
PDIA4	grey	grey
PDIA5	turquoise	turquoise
PDIA6	grey	grey
PDIK1L	blue	blue
PDK1	greenyellow	greenyellow
PDK2	turquoise	turquoise
PDK3	turquoise	turquoise
PDK4	turquoise	turquoise
PDLIM1	magenta	magenta
PDLIM2	brown	brown
PDLIM3	pink	pink
PDLIM4	brown	brown
PDLIM5	blue	blue
PDLIM7	pink	pink
PDP1	grey	grey
PDP2	blue	blue
PDPK1	blue	blue
PDPN	pink	pink
PDPR	blue	blue
PDRG1	purple	purple
PDS5A	blue	blue
PDS5B	blue	blue
PDSS1	turquoise	turquoise
PDSS2	turquoise	turquoise
PDXDC1	purple	purple
PDXK	grey	grey
PDZD11	blue	blue
PDZD2	turquoise	turquoise
PDZD4	magenta	magenta
PDZD7	grey	grey
PDZD8	blue	blue
PDZK1IP1	blue	blue
PDZRN3	pink	pink
PEA15	brown	brown
PEAK1	tan	tan
PEAR1	tan	tan
PEBP1	blue	blue
PEBP4	turquoise	turquoise
PECAM1	tan	tan
PECR	grey	grey
PEF1	blue	blue
PEG10	grey	grey
PELI1	grey	grey
PELI2	blue	blue
PELI3	red	lightcyan
PELO	grey	grey
PELP1	lightcyan	lightcyan
PEMT	black	black
PENK	grey	grey
PEPD	brown	brown
PER1	turquoise	turquoise
PER2	blue	blue
PER3	turquoise	turquoise
PERM1	red	lightcyan
PERP	turquoise	turquoise
PES1	black	black
PET100	black	black
PET117	brown	brown
PEX1	blue	blue
PEX10	cyan	black
PEX11A	grey	grey
PEX11B	turquoise	turquoise
PEX11G	blue	blue
PEX12	grey	grey
PEX13	brown	brown
PEX14	cyan	black
PEX16	cyan	black
PEX19	grey	grey
PEX2	purple	purple
PEX26	blue	blue
PEX3	grey	grey
PEX5	turquoise	turquoise
PEX6	grey	grey
PEX7	grey	grey
PF4	grey	grey
PFAS	yellow	yellow
PFDN1	purple	purple
PFDN2	black	black
PFDN4	turquoise	turquoise
PFDN5	purple	purple
PFDN6	black	black
PFKFB2	green	green
PFKFB3	brown	brown
PFKFB4	turquoise	turquoise
PFKL	red	lightcyan
PFKM	turquoise	turquoise
PFKP	turquoise	turquoise
PFN1	blue	blue
PFN2	turquoise	turquoise
PFN4	yellow	yellow
PGAM1	turquoise	turquoise
PGAM5	turquoise	turquoise
PGAP1	blue	blue
PGAP2	brown	brown
PGAP3	cyan	black
PGBD1	grey	grey
PGBD2	green	green
PGBD5	grey	grey
PGC	turquoise	turquoise
PGD	lightgreen	lightgreen
PGF	pink	pink
PGGT1B	midnightblue	midnightblue
PGK1	turquoise	turquoise
PGLS	black	black
PGLYRP3	grey	grey
PGLYRP4	grey	grey
PGM1	grey	grey
PGM2	salmon	salmon
PGM2L1	blue	blue
PGM3	blue	blue
PGM5	tan	tan
PGP	cyan	black
PGPEP1	red	lightcyan
PGRMC1	grey	grey
PGRMC2	grey	grey
PGS1	yellow	yellow
PHACTR1	turquoise	turquoise
PHACTR2	blue	blue
PHACTR3	grey	grey
PHACTR4	blue	blue
PHAX	midnightblue	midnightblue
PHB	black	black
PHB2	turquoise	turquoise
PHC1	yellow	yellow
PHC2	cyan	black
PHC3	blue	blue
PHEX	grey	grey
PHF1	yellow	yellow
PHF10	blue	blue
PHF11	greenyellow	greenyellow
PHF12	blue	blue
PHF13	turquoise	turquoise
PHF14	turquoise	turquoise
PHF19	turquoise	turquoise
PHF2	blue	blue
PHF20	blue	blue
PHF20L1	blue	blue
PHF21A	blue	blue
PHF23	blue	blue
PHF3	blue	blue
PHF5A	purple	purple
PHF6	salmon	salmon
PHF7	green	green
PHF8	blue	blue
PHGDH	turquoise	turquoise
PHIP	blue	blue
PHKA1	brown	brown
PHKA2	green	green
PHKB	black	black
PHKG1	green	green
PHKG2	yellow	yellow
PHLDA1	grey	grey
PHLDA2	black	black
PHLDA3	turquoise	turquoise
PHLDB1	purple	purple
PHLDB2	pink	pink
PHLDB3	lightcyan	lightcyan
PHLPP1	blue	blue
PHLPP2	blue	blue
PHOSPHO1	brown	brown
PHOSPHO2	green	green
PHPT1	cyan	black
PHRF1	red	lightcyan
PHTF1	blue	blue
PHTF2	salmon	salmon
PHYH	grey	grey
PHYHD1	turquoise	turquoise
PHYHIP	grey	grey
PHYKPL	green	green
PI15	pink	pink
PI16	magenta	magenta
PI3	turquoise	turquoise
PI4K2A	brown	brown
PI4K2B	grey	grey
PI4KA	blue	blue
PI4KB	red	lightcyan
PIAS1	blue	blue
PIAS2	green	green
PIAS3	grey	grey
PIAS4	red	lightcyan
PIBF1	blue	blue
PICALM	blue	blue
PICK1	yellow	yellow
PID1	tan	tan
PIDD1	yellow	yellow
PIEZO1	red	lightcyan
PIEZO2	tan	tan
PIF1	turquoise	turquoise
PIFO	magenta	magenta
PIGA	grey	grey
PIGB	green	green
PIGBOS1	blue	blue
PIGC	purple	purple
PIGF	turquoise	turquoise
PIGG	green	green
PIGH	grey	grey
PIGK	salmon	salmon
PIGL	green	green
PIGM	blue	blue
PIGN	blue	blue
PIGO	grey	grey
PIGP	brown	brown
PIGQ	cyan	black
PIGR	turquoise	turquoise
PIGS	grey	grey
PIGT	brown	brown
PIGU	black	black
PIGV	turquoise	turquoise
PIGW	turquoise	turquoise
PIGX	salmon	salmon
PIGZ	grey	grey
PIH1D1	black	black
PIH1D2	magenta	magenta
PIK3AP1	brown	brown
PIK3C2A	blue	blue
PIK3C2B	purple	purple
PIK3C3	blue	blue
PIK3CA	salmon	salmon
PIK3CB	salmon	salmon
PIK3CD	greenyellow	greenyellow
PIK3CG	brown	brown
PIK3IP1	tan	tan
PIK3R1	midnightblue	midnightblue
PIK3R3	grey	grey
PIK3R4	salmon	salmon
PIK3R5	brown	brown
PIK3R6	brown	brown
PIKFYVE	blue	blue
PILRA	brown	brown
PILRB	yellow	yellow
PIM1	brown	brown
PIM2	greenyellow	greenyellow
PIM3	cyan	black
PIN1	black	black
PIN4	black	black
PINK1	turquoise	turquoise
PINLYP	magenta	magenta
PINX1	grey	grey
PIP	magenta	magenta
PIP4K2A	brown	brown
PIP4K2B	yellow	yellow
PIP4K2C	turquoise	turquoise
PIP5K1A	grey	grey
PIP5K1B	tan	tan
PIP5K1C	red	lightcyan
PIP5KL1	cyan	black
PIPOX	grey	grey
PIR	lightgreen	lightgreen
PISD	yellow	yellow
PITHD1	cyan	black
PITPNA	grey	grey
PITPNB	salmon	salmon
PITPNC1	grey	grey
PITPNM1	lightcyan	lightcyan
PITPNM2	red	lightcyan
PITPNM3	turquoise	turquoise
PITRM1	brown	brown
PITX1	grey	grey
PITX2	grey	grey
PIWIL4	green	green
PJA1	grey	grey
PJA2	midnightblue	midnightblue
PKD1	yellow	yellow
PKD2	pink	pink
PKD2L1	brown	brown
PKDCC	grey	grey
PKIA	grey	grey
PKIB	turquoise	turquoise
PKIG	pink	pink
PKM	turquoise	turquoise
PKMYT1	turquoise	turquoise
PKN1	red	lightcyan
PKN2	blue	blue
PKN3	lightcyan	lightcyan
PKNOX1	green	green
PKNOX2	tan	tan
PKP1	grey	grey
PKP2	turquoise	turquoise
PKP3	red	lightcyan
PKP4	blue	blue
PLA1A	greenyellow	greenyellow
PLA2G10	turquoise	turquoise
PLA2G12A	brown	brown
PLA2G12B	turquoise	turquoise
PLA2G15	brown	brown
PLA2G1B	turquoise	turquoise
PLA2G2A	greenyellow	greenyellow
PLA2G2D	greenyellow	greenyellow
PLA2G3	grey	grey
PLA2G4A	brown	brown
PLA2G4C	brown	brown
PLA2G4E	turquoise	turquoise
PLA2G4F	turquoise	turquoise
PLA2G5	pink	pink
PLA2G6	yellow	yellow
PLA2G7	brown	brown
PLA2R1	blue	blue
PLAA	blue	blue
PLAC1	turquoise	turquoise
PLAC8	magenta	magenta
PLAC8L1	yellow	yellow
PLAC9	tan	tan
PLAG1	blue	blue
PLAGL1	brown	brown
PLAGL2	blue	blue
PLAT	grey	grey
PLAU	pink	pink
PLAUR	brown	brown
PLB1	brown	brown
PLBD1	brown	brown
PLBD2	red	lightcyan
PLCB1	blue	blue
PLCB2	brown	brown
PLCB3	red	lightcyan
PLCB4	magenta	magenta
PLCD1	turquoise	turquoise
PLCD3	grey	grey
PLCD4	blue	blue
PLCE1	blue	blue
PLCG1	yellow	yellow
PLCG2	greenyellow	greenyellow
PLCH1	blue	blue
PLCH2	magenta	magenta
PLCL1	tan	tan
PLCL2	brown	brown
PLCXD1	yellow	yellow
PLCXD2	grey	grey
PLCXD3	grey	grey
PLD1	salmon	salmon
PLD2	red	lightcyan
PLD3	grey	grey
PLD4	brown	brown
PLD5	grey	grey
PLD6	grey	grey
PLEC	red	lightcyan
PLEK	brown	brown
PLEK2	green	green
PLEKHA1	blue	blue
PLEKHA2	brown	brown
PLEKHA3	green	green
PLEKHA4	brown	brown
PLEKHA5	turquoise	turquoise
PLEKHA6	grey	grey
PLEKHA7	blue	blue
PLEKHA8	turquoise	turquoise
PLEKHB1	grey	grey
PLEKHB2	grey	grey
PLEKHF1	black	black
PLEKHF2	grey	grey
PLEKHG1	blue	blue
PLEKHG2	lightcyan	lightcyan
PLEKHG3	grey	grey
PLEKHG4	yellow	yellow
PLEKHG4B	yellow	yellow
PLEKHG5	yellow	yellow
PLEKHG6	turquoise	turquoise
PLEKHH1	turquoise	turquoise
PLEKHH2	green	green
PLEKHH3	red	lightcyan
PLEKHJ1	black	black
PLEKHM1	red	lightcyan
PLEKHM2	red	lightcyan
PLEKHM3	blue	blue
PLEKHN1	red	lightcyan
PLEKHO1	brown	brown
PLEKHO2	brown	brown
PLEKHS1	magenta	magenta
PLGRKT	brown	brown
PLIN2	turquoise	turquoise
PLIN3	green	green
PLIN4	yellow	yellow
PLIN5	yellow	yellow
PLK1	turquoise	turquoise
PLK2	grey	grey
PLK3	brown	brown
PLK4	turquoise	turquoise
PLLP	turquoise	turquoise
PLN	pink	pink
PLOD1	pink	pink
PLOD2	turquoise	turquoise
PLOD3	cyan	black
PLP2	blue	blue
PLPP1	grey	grey
PLPP2	red	lightcyan
PLPP3	tan	tan
PLPP4	pink	pink
PLPP5	grey	grey
PLPP6	blue	blue
PLPP7	pink	pink
PLPPR1	turquoise	turquoise
PLPPR2	red	lightcyan
PLPPR3	magenta	magenta
PLPPR4	tan	tan
PLRG1	turquoise	turquoise
PLS1	grey	grey
PLS3	grey	grey
PLSCR1	brown	brown
PLSCR4	tan	tan
PLTP	brown	brown
PLVAP	pink	pink
PLXDC1	pink	pink
PLXDC2	pink	pink
PLXNA1	red	lightcyan
PLXNA2	turquoise	turquoise
PLXNA3	yellow	yellow
PLXNA4	pink	pink
PLXNB1	red	lightcyan
PLXNB2	red	lightcyan
PLXNB3	red	lightcyan
PLXNC1	brown	brown
PLXND1	brown	brown
PM20D2	salmon	salmon
PMAIP1	turquoise	turquoise
PMEL	grey	grey
PMEPA1	pink	pink
PMF1	black	black
PMF1-BGLAP	black	black
PML	brown	brown
PMM1	turquoise	turquoise
PMM2	blue	blue
PMP22	tan	tan
PMPCA	cyan	black
PMPCB	purple	purple
PMS1	green	green
PMS2	turquoise	turquoise
PMVK	cyan	black
PNISR	green	green
PNKD	midnightblue	midnightblue
PNKP	lightcyan	lightcyan
PNMA1	turquoise	turquoise
PNMA2	turquoise	turquoise
PNMA3	yellow	yellow
PNMA6A	grey	grey
PNMT	grey	grey
PNN	green	green
PNO1	turquoise	turquoise
PNOC	greenyellow	greenyellow
PNP	turquoise	turquoise
PNPLA2	cyan	black
PNPLA3	grey	grey
PNPLA4	grey	grey
PNPLA6	red	lightcyan
PNPLA7	yellow	yellow
PNPLA8	salmon	salmon
PNPO	turquoise	turquoise
PNPT1	turquoise	turquoise
PNRC1	greenyellow	greenyellow
PNRC2	blue	blue
POC1A	turquoise	turquoise
POC1B	turquoise	turquoise
POC5	midnightblue	midnightblue
PODN	tan	tan
PODNL1	pink	pink
PODXL	tan	tan
PODXL2	grey	grey
POF1B	grey	grey
POFUT1	turquoise	turquoise
POFUT2	yellow	yellow
POGK	blue	blue
POGLUT1	salmon	salmon
POGZ	blue	blue
POLA1	turquoise	turquoise
POLA2	turquoise	turquoise
POLB	grey	grey
POLD1	lightcyan	lightcyan
POLD2	turquoise	turquoise
POLD3	turquoise	turquoise
POLD4	blue	blue
POLDIP2	black	black
POLDIP3	grey	grey
POLE	turquoise	turquoise
POLE2	turquoise	turquoise
POLE3	turquoise	turquoise
POLE4	purple	purple
POLG	red	lightcyan
POLG2	green	green
POLH	blue	blue
POLI	green	green
POLK	midnightblue	midnightblue
POLL	yellow	yellow
POLM	yellow	yellow
POLQ	turquoise	turquoise
POLR1A	blue	blue
POLR1B	turquoise	turquoise
POLR1C	purple	purple
POLR1D	purple	purple
POLR1E	grey	grey
POLR2A	blue	blue
POLR2B	turquoise	turquoise
POLR2C	grey	grey
POLR2D	turquoise	turquoise
POLR2E	red	lightcyan
POLR2G	black	black
POLR2H	turquoise	turquoise
POLR2I	black	black
POLR2J	cyan	black
POLR2J3	green	green
POLR2K	purple	purple
POLR2L	blue	blue
POLR2M	red	lightcyan
POLR3A	blue	blue
POLR3B	salmon	salmon
POLR3C	green	green
POLR3D	blue	blue
POLR3E	blue	blue
POLR3F	turquoise	turquoise
POLR3G	turquoise	turquoise
POLR3GL	turquoise	turquoise
POLR3H	turquoise	turquoise
POLR3K	cyan	black
POLRMT	red	lightcyan
POM121	blue	blue
POM121C	blue	blue
POMC	grey	grey
POMGNT1	black	black
POMGNT2	grey	grey
POMK	blue	blue
POMP	blue	blue
POMT1	yellow	yellow
POMT2	yellow	yellow
POMZP3	grey	grey
PON1	grey	grey
PON2	grey	grey
PON3	turquoise	turquoise
POP1	turquoise	turquoise
POP4	turquoise	turquoise
POP5	purple	purple
POP7	cyan	black
POPDC2	greenyellow	greenyellow
POPDC3	turquoise	turquoise
POR	cyan	black
PORCN	black	black
POSTN	pink	pink
POT1	turquoise	turquoise
POU2AF1	greenyellow	greenyellow
POU2F1	blue	blue
POU2F2	greenyellow	greenyellow
POU2F3	turquoise	turquoise
POU5F1	green	green
POU6F1	yellow	yellow
PPA1	purple	purple
PPA2	purple	purple
PPAN	red	lightcyan
PPARA	blue	blue
PPARD	red	lightcyan
PPARG	brown	brown
PPARGC1A	brown	brown
PPARGC1B	brown	brown
PPAT	turquoise	turquoise
PPBP	grey	grey
PPCDC	black	black
PPCS	blue	blue
PPDPF	black	black
PPFIA1	blue	blue
PPFIA3	lightcyan	lightcyan
PPFIA4	yellow	yellow
PPFIBP1	turquoise	turquoise
PPFIBP2	turquoise	turquoise
PPHLN1	salmon	salmon
PPIA	turquoise	turquoise
PPIB	blue	blue
PPIC	grey	grey
PPID	turquoise	turquoise
PPIE	black	black
PPIF	turquoise	turquoise
PPIG	salmon	salmon
PPIH	black	black
PPIL1	turquoise	turquoise
PPIL2	yellow	yellow
PPIL3	grey	grey
PPIL4	blue	blue
PPIL6	magenta	magenta
PPIP5K1	green	green
PPIP5K2	midnightblue	midnightblue
PPL	purple	purple
PPM1A	blue	blue
PPM1B	blue	blue
PPM1D	blue	blue
PPM1F	tan	tan
PPM1G	turquoise	turquoise
PPM1H	grey	grey
PPM1J	grey	grey
PPM1K	greenyellow	greenyellow
PPM1L	blue	blue
PPM1M	brown	brown
PPM1N	grey	grey
PPME1	turquoise	turquoise
PPOX	yellow	yellow
PPP1CA	black	black
PPP1CB	salmon	salmon
PPP1CC	turquoise	turquoise
PPP1R10	red	lightcyan
PPP1R11	brown	brown
PPP1R12A	salmon	salmon
PPP1R12B	blue	blue
PPP1R12C	lightcyan	lightcyan
PPP1R13B	yellow	yellow
PPP1R13L	lightcyan	lightcyan
PPP1R14A	tan	tan
PPP1R14B	black	black
PPP1R14C	magenta	magenta
PPP1R14D	grey	grey
PPP1R15A	lightcyan	lightcyan
PPP1R15B	blue	blue
PPP1R16A	lightyellow	lightyellow
PPP1R16B	greenyellow	greenyellow
PPP1R18	brown	brown
PPP1R1B	turquoise	turquoise
PPP1R1C	grey	grey
PPP1R2	salmon	salmon
PPP1R21	blue	blue
PPP1R26	red	lightcyan
PPP1R32	magenta	magenta
PPP1R35	cyan	black
PPP1R36	magenta	magenta
PPP1R37	lightcyan	lightcyan
PPP1R3B	grey	grey
PPP1R3C	grey	grey
PPP1R3D	grey	grey
PPP1R3E	yellow	yellow
PPP1R3F	yellow	yellow
PPP1R3G	turquoise	turquoise
PPP1R7	blue	blue
PPP1R8	turquoise	turquoise
PPP1R9A	green	green
PPP1R9B	red	lightcyan
PPP2CA	midnightblue	midnightblue
PPP2CB	grey	grey
PPP2R1A	lightcyan	lightcyan
PPP2R1B	turquoise	turquoise
PPP2R2A	grey	grey
PPP2R2C	lightgreen	lightgreen
PPP2R2D	grey	grey
PPP2R3A	blue	blue
PPP2R3B	yellow	yellow
PPP2R3C	turquoise	turquoise
PPP2R5A	turquoise	turquoise
PPP2R5B	red	lightcyan
PPP2R5C	grey	grey
PPP2R5D	turquoise	turquoise
PPP2R5E	blue	blue
PPP3CA	midnightblue	midnightblue
PPP3CB	midnightblue	midnightblue
PPP3CC	greenyellow	greenyellow
PPP3R1	turquoise	turquoise
PPP4C	black	black
PPP4R1	grey	grey
PPP4R2	blue	blue
PPP4R3A	blue	blue
PPP4R3B	salmon	salmon
PPP4R4	magenta	magenta
PPP5C	lightcyan	lightcyan
PPP6C	blue	blue
PPP6R1	lightcyan	lightcyan
PPP6R2	yellow	yellow
PPP6R3	blue	blue
PPRC1	red	lightcyan
PPT1	brown	brown
PPT2	turquoise	turquoise
PPTC7	salmon	salmon
PPWD1	midnightblue	midnightblue
PQBP1	black	black
PRADC1	purple	purple
PRAF2	black	black
PRAM1	brown	brown
PRAME	turquoise	turquoise
PRB3	magenta	magenta
PRC1	turquoise	turquoise
PRCC	turquoise	turquoise
PRCP	brown	brown
PRDM1	greenyellow	greenyellow
PRDM10	blue	blue
PRDM11	blue	blue
PRDM15	green	green
PRDM16	turquoise	turquoise
PRDM2	blue	blue
PRDM4	salmon	salmon
PRDM5	midnightblue	midnightblue
PRDM6	tan	tan
PRDM8	grey	grey
PRDX1	lightgreen	lightgreen
PRDX2	black	black
PRDX3	turquoise	turquoise
PRDX4	purple	purple
PRDX5	blue	blue
PRDX6	brown	brown
PREB	black	black
PRELID1	purple	purple
PRELID2	midnightblue	midnightblue
PRELID3A	turquoise	turquoise
PRELID3B	turquoise	turquoise
PRELP	tan	tan
PREP	grey	grey
PREPL	blue	blue
PREX1	brown	brown
PREX2	tan	tan
PRF1	greenyellow	greenyellow
PRG4	tan	tan
PRICKLE1	tan	tan
PRICKLE2	tan	tan
PRICKLE3	red	lightcyan
PRICKLE4	yellow	yellow
PRIM1	turquoise	turquoise
PRIM2	turquoise	turquoise
PRIMPOL	grey	grey
PRKAA1	turquoise	turquoise
PRKAA2	blue	blue
PRKAB1	grey	grey
PRKAB2	blue	blue
PRKACA	red	lightcyan
PRKACB	brown	brown
PRKAG1	purple	purple
PRKAG2	grey	grey
PRKAR1A	blue	blue
PRKAR1B	grey	grey
PRKAR2A	blue	blue
PRKAR2B	grey	grey
PRKCA	blue	blue
PRKCB	brown	brown
PRKCD	turquoise	turquoise
PRKCE	blue	blue
PRKCH	greenyellow	greenyellow
PRKCI	blue	blue
PRKCQ	greenyellow	greenyellow
PRKCSH	red	lightcyan
PRKCZ	turquoise	turquoise
PRKD1	grey	grey
PRKD2	lightcyan	lightcyan
PRKD3	salmon	salmon
PRKDC	turquoise	turquoise
PRKG1	pink	pink
PRKG2	grey	grey
